Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0000","0.0014"
"0.0200","0.0000","0.0031"
"0.0400","0.0000","0.0032"
"0.0600","0.0000","0.0016"
"0.0800","0.0000","0.0035"
"0.1000","0.0000","0.0026"
"0.1200","0.0000","0.0025"
"0.1400","0.0000","0.0032"
"0.1600","0.0000","0.0034"
"0.1800","0.0000","0.0021"
"0.2000","0.0000","0.0039"
"0.2200","0.0000","0.0035"
"0.2400","0.0000","0.0025"
"0.2600","0.0000","0.0040"
"0.2800","0.0000","0.0030"
"0.3000","0.0000","0.0040"
"0.3200","0.0000","0.0029"
"0.3400","0.0000","0.0040"
"0.3600","0.0000","0.0034"
"0.3800","0.0000","0.0031"
"0.4000","0.0000","0.0051"
"0.4200","0.0000","0.0027"
"0.4400","0.0000","0.0045"
"0.4600","0.0000","0.0048"
"0.4800","0.0000","0.0030"
"0.5000","0.0000","0.0042"
"0.5200","0.0000","0.0045"
"0.5400","0.0000","0.0035"
"0.5600","0.0000","0.0042"
"0.5800","0.0000","0.0058"
"0.6000","0.0000","0.0027"
"0.6200","0.0000","0.0050"
"0.6400","0.0000","0.0053"
"0.6600","0.0000","0.0028"
"0.6800","0.0000","0.0058"
"0.7000","0.0000","0.0049"
"0.7200","0.0000","0.0027"
"0.7400","0.0000","0.0065"
"0.7600","0.0000","0.0048"
"0.7800","0.0000","0.0041"
"0.8000","0.0000","0.0061"
"0.8200","0.0000","0.0046"
"0.8400","0.0000","0.0049"
"0.8600","0.0000","0.0054"
"0.8800","0.0000","0.0051"
"0.9000","0.0000","0.0052"
"0.9200","0.0000","0.0058"
"0.9400","0.0000","0.0059"
"0.9600","0.0000","0.0046"
"0.9800","0.0000","0.0061"
"1.0000","0.0000","0.0070"
"1.0200","0.0000","0.0038"
"1.0400","0.0000","0.0073"
"1.0600","0.0000","0.0062"
"1.0800","0.0000","0.0047"
"1.1000","0.0000","0.0078"
"1.1200","0.0000","0.0061"
"1.1400","0.0000","0.0051"
"1.1600","0.0000","0.0077"
"1.1800","0.0000","0.0063"
"1.2000","0.0000","0.0056"
"1.2200","0.0000","0.0087"
"1.2400","0.0000","0.0060"
"1.2600","0.0000","0.0066"
"1.2800","0.0000","0.0080"
"1.3000","0.0000","0.0069"
"1.3200","0.0000","0.0063"
"1.3400","0.0000","0.0079"
"1.3600","0.0000","0.0075"
"1.3800","0.0000","0.0066"
"1.4000","0.0000","0.0093"
"1.4200","0.0000","0.0075"
"1.4400","0.0000","0.0069"
"1.4600","0.0000","0.0092"
"1.4800","0.0000","0.0076"
"1.5000","0.0000","0.0071"
"1.5200","0.0000","0.0095"
"1.5400","0.0000","0.0076"
"1.5600","0.0000","0.0080"
"1.5800","0.0000","0.0098"
"1.6000","0.0000","0.0074"
"1.6200","0.0000","0.0093"
"1.6400","0.0000","0.0091"
"1.6600","0.0000","0.0085"
"1.6800","0.0000","0.0087"
"1.7000","0.0000","0.0088"
"1.7200","0.0000","0.0091"
"1.7400","0.0000","0.0094"
"1.7600","0.0000","0.0094"
"1.7800","0.0000","0.0100"
"1.8000","0.0000","0.0093"
"1.8200","0.0000","0.0096"
"1.8400","0.0000","0.0111"
"1.8600","0.0000","0.0090"
"1.8800","0.0000","0.0105"
"1.9000","0.0000","0.0100"
"1.9200","0.0000","0.0095"
"1.9400","0.0000","0.0110"
"1.9600","0.0000","0.0106"
"1.9800","0.0000","0.0100"
"2.0000","0.0000","0.0108"
"2.0200","0.0000","0.0110"
"2.0400","0.0000","0.0110"
"2.0600","0.0000","0.0116"
"2.0800","0.0000","0.0111"
"2.1000","0.0000","0.0103"
"2.1200","0.0000","0.0117"
