Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0331","0.0035"
"0.0200","0.0331","0.0036"
"0.0400","0.0331","0.0041"
"0.0600","0.0331","0.0027"
"0.0800","0.0331","0.0044"
"0.1000","0.0331","0.0045"
"0.1200","0.0331","0.0034"
"0.1400","0.0331","0.0042"
"0.1600","0.0331","0.0039"
"0.1800","0.0331","0.0042"
"0.2000","0.0331","0.0050"
"0.2200","0.0331","0.0048"
"0.2400","0.0331","0.0045"
"0.2600","0.0331","0.0059"
"0.2800","0.0331","0.0043"
"0.3000","0.0331","0.0053"
"0.3200","0.0331","0.0066"
"0.3400","0.0331","0.0054"
"0.3600","0.0331","0.0066"
"0.3800","0.0331","0.0059"
"0.4000","0.0331","0.0056"
"0.4200","0.0331","0.0068"
"0.4400","0.0331","0.0070"
"0.4600","0.0331","0.0069"
"0.4800","0.0331","0.0069"
"0.5000","0.0331","0.0079"
"0.5200","0.0331","0.0065"
"0.5400","0.0331","0.0081"
"0.5600","0.0331","0.0077"
"0.5800","0.0331","0.0071"
"0.6000","0.0331","0.0088"
"0.6200","0.0331","0.0075"
"0.6400","0.0331","0.0077"
"0.6600","0.0331","0.0085"
"0.6800","0.0331","0.0075"
"0.7000","0.0331","0.0088"
"0.7200","0.0331","0.0091"
"0.7400","0.0331","0.0077"
"0.7600","0.0331","0.0100"
"0.7800","0.0331","0.0087"
"0.8000","0.0331","0.0091"
"0.8200","0.0331","0.0100"
"0.8400","0.0331","0.0098"
"0.8600","0.0331","0.0097"
"0.8800","0.0331","0.0115"
"0.9000","0.0331","0.0095"
"0.9200","0.0331","0.0101"
"0.9400","0.0331","0.0108"
"0.9600","0.0331","0.0100"
"0.9800","0.0331","0.0115"
"1.0000","0.0331","0.0105"
"1.0200","0.0331","0.0118"
"1.0400","0.0331","0.0107"
"1.0600","0.0331","0.0119"
"1.0800","0.0331","0.0107"
"1.1000","0.0331","0.0120"
"1.1200","0.0331","0.0118"
"1.1400","0.0331","0.0117"
"1.1600","0.0331","0.0115"
"1.1800","0.0331","0.0106"
"1.2000","0.0331","0.0116"
"1.2200","0.0331","0.0112"
"1.2400","0.0331","0.0120"
"1.2600","0.0331","0.0124"
"1.2800","0.0331","0.0118"
"1.3000","0.0331","0.0126"
"1.3200","0.0331","0.0125"
"1.3400","0.0331","0.0117"
"1.3600","0.0331","0.0136"
"1.3800","0.0331","0.0124"
"1.4000","0.0331","0.0126"
"1.4200","0.0331","0.0137"
"1.4400","0.0331","0.0120"
"1.4600","0.0331","0.0134"
"1.4800","0.0331","0.0128"
"1.5000","0.0331","0.0135"
"1.5200","0.0331","0.0133"
"1.5400","0.0331","0.0131"
"1.5600","0.0331","0.0142"
"1.5800","0.0331","0.0132"
"1.6000","0.0331","0.0137"
"1.6200","0.0331","0.0140"
"1.6400","0.0331","0.0136"
"1.6600","0.0331","0.0142"
"1.6800","0.0331","0.0144"
"1.7000","0.0331","0.0141"
"1.7200","0.0331","0.0134"
