Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0000","0.0033"
"0.0200","0.0000","0.0036"
"0.0400","0.0000","0.0034"
"0.0600","0.0000","0.0032"
"0.0800","0.0000","0.0047"
"0.1000","0.0000","0.0038"
"0.1200","0.0000","0.0041"
"0.1400","0.0000","0.0045"
"0.1600","0.0000","0.0042"
"0.1800","0.0000","0.0040"
"0.2000","0.0000","0.0053"
"0.2200","0.0000","0.0036"
"0.2400","0.0000","0.0057"
"0.2600","0.0000","0.0050"
"0.2800","0.0000","0.0038"
"0.3000","0.0000","0.0058"
"0.3200","0.0000","0.0048"
"0.3400","0.0000","0.0051"
"0.3600","0.0000","0.0064"
"0.3800","0.0000","0.0047"
"0.4000","0.0000","0.0056"
"0.4200","0.0000","0.0065"
"0.4400","0.0000","0.0046"
"0.4600","0.0000","0.0062"
"0.4800","0.0000","0.0060"
"0.5000","0.0000","0.0056"
"0.5200","0.0000","0.0072"
"0.5400","0.0000","0.0061"
"0.5600","0.0000","0.0063"
"0.5800","0.0000","0.0068"
"0.6000","0.0000","0.0063"
"0.6200","0.0000","0.0063"
"0.6400","0.0000","0.0073"
"0.6600","0.0000","0.0062"
"0.6800","0.0000","0.0071"
"0.7000","0.0000","0.0068"
"0.7200","0.0000","0.0068"
"0.7400","0.0000","0.0069"
"0.7600","0.0000","0.0075"
"0.7800","0.0000","0.0071"
"0.8000","0.0000","0.0073"
"0.8200","0.0000","0.0082"
"0.8400","0.0000","0.0065"
"0.8600","0.0000","0.0090"
"0.8800","0.0000","0.0074"
"0.9000","0.0000","0.0080"
"0.9200","0.0000","0.0083"
"0.9400","0.0000","0.0073"
"0.9600","0.0000","0.0083"
"0.9800","0.0000","0.0085"
"1.0000","0.0000","0.0080"
"1.0200","0.0000","0.0083"
"1.0400","0.0000","0.0088"
"1.0600","0.0000","0.0090"
"1.0800","0.0000","0.0087"
"1.1000","0.0000","0.0085"
"1.1200","0.0000","0.0095"
"1.1400","0.0000","0.0090"
"1.1600","0.0000","0.0101"
"1.1800","0.0000","0.0088"
"1.2000","0.0000","0.0093"
"1.2200","0.0000","0.0102"
"1.2400","0.0000","0.0100"
"1.2600","0.0000","0.0098"
"1.2800","0.0000","0.0102"
"1.3000","0.0000","0.0101"
"1.3200","0.0000","0.0101"
"1.3400","0.0000","0.0111"
"1.3600","0.0000","0.0102"
"1.3800","0.0000","0.0114"
"1.4000","0.0000","0.0115"
"1.4200","0.0000","0.0107"
"1.4400","0.0000","0.0115"
"1.4600","0.0000","0.0105"
"1.4800","0.0000","0.0113"
"1.5000","0.0000","0.0122"
"1.5200","0.0000","0.0109"
"1.5400","0.0000","0.0116"
"1.5600","0.0000","0.0124"
"1.5800","0.0000","0.0110"
"1.6000","0.0000","0.0128"
"1.6200","0.0000","0.0118"
"1.6400","0.0000","0.0113"
"1.6600","0.0000","0.0136"
"1.6800","0.0000","0.0114"
"1.7000","0.0000","0.0123"
"1.7200","0.0000","0.0126"
"1.7400","0.0000","0.0124"
"1.7600","0.0000","0.0129"
"1.7800","0.0000","0.0128"
"1.8000","0.0000","0.0128"
"1.8200","0.0000","0.0127"
"1.8400","0.0000","0.0134"
"1.8600","0.0000","0.0122"
"1.8800","0.0000","0.0134"
"1.9000","0.0000","0.0134"
"1.9200","0.0000","0.0124"
"1.9400","0.0000","0.0144"
"1.9600","0.0000","0.0128"
"1.9800","0.0000","0.0136"
"2.0000","0.0000","0.0141"
"2.0200","0.0000","0.0129"
"2.0400","0.0000","0.0142"
"2.0600","0.0000","0.0141"
"2.0800","0.0000","0.0139"
"2.1000","0.0000","0.0145"
"2.1200","0.0000","0.0142"
"2.1400","0.0000","0.0140"
"2.1600","0.0000","0.0148"
"2.1800","0.0000","0.0137"
"2.2000","0.0000","0.0151"
"2.2200","0.0000","0.0156"
"2.2400","0.0000","0.0140"
"2.2600","0.0000","0.0153"
"2.2800","0.0000","0.0145"
"2.3000","0.0000","0.0149"
"2.3200","0.0000","0.0156"
"2.3400","0.0000","0.0152"
"2.3600","0.0000","0.0150"
