
Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0000","0.0065"
"0.0200","0.0000","0.0064"
"0.0400","0.0000","0.0071"
"0.0600","0.0000","0.0066"
"0.0800","0.0000","0.0066"
"0.1000","0.0000","0.0069"
"0.1200","0.0000","0.0073"
"0.1400","0.0000","0.0076"
"0.1600","0.0000","0.0075"
"0.1800","0.0000","0.0079"
"0.2000","0.0000","0.0077"
"0.2200","0.0000","0.0082"
"0.2400","0.0000","0.0079"
"0.2600","0.0000","0.0083"
"0.2800","0.0000","0.0086"
"0.3000","0.0000","0.0085"
"0.3200","0.0000","0.0089"
"0.3400","0.0000","0.0085"
"0.3600","0.0000","0.0092"
"0.3800","0.0000","0.0094"
"0.4000","0.0000","0.0095"
"0.4200","0.0000","0.0097"
"0.4400","0.0000","0.0094"
"0.4600","0.0000","0.0101"
"0.4800","0.0000","0.0097"
"0.5000","0.0000","0.0103"
"0.5200","0.0000","0.0101"
"0.5400","0.0000","0.0110"
"0.5600","0.0000","0.0100"
"0.5800","0.0000","0.0108"
"0.6000","0.0000","0.0108"
"0.6200","0.0000","0.0111"
"0.6400","0.0000","0.0107"
"0.6600","0.0000","0.0115"
"0.6800","0.0000","0.0114"
"0.7000","0.0000","0.0112"
"0.7200","0.0000","0.0124"
"0.7400","0.0000","0.0113"
"0.7600","0.0000","0.0122"
"0.7800","0.0000","0.0119"
"0.8000","0.0000","0.0123"
"0.8200","0.0000","0.0119"
"0.8400","0.0000","0.0127"
"0.8600","0.0000","0.0123"
"0.8800","0.0000","0.0134"
"0.9000","0.0000","0.0130"
"0.9200","0.0000","0.0135"
"0.9400","0.0000","0.0132"
"0.9600","0.0000","0.0130"
"0.9800","0.0000","0.0132"
"1.0000","0.0000","0.0132"
"1.0200","0.0000","0.0150"
"1.0400","0.0000","0.0147"
"1.0600","0.0000","0.0126"
"1.0800","0.0000","0.0129"
"1.1000","0.0000","0.0129"
"1.1200","0.0000","0.0160"
"1.1400","0.0000","0.0150"
"1.1600","0.0000","0.0153"
"1.1800","0.0000","0.0135"
"1.2000","0.0000","0.0147"
"1.2200","0.0000","0.0146"
"1.2400","0.0000","0.0148"
"1.2600","0.0000","0.0159"
"1.2800","0.0000","0.0166"
"1.3000","0.0000","0.0153"
"1.3200","0.0000","0.0153"
"1.3400","0.0000","0.0157"
"1.3600","0.0000","0.0160"
"1.3800","0.0000","0.0165"
"1.4000","0.0000","0.0169"
"1.4200","0.0000","0.0168"
"1.4400","0.0000","0.0161"
"1.4600","0.0000","0.0164"
"1.4800","0.0000","0.0168"
"1.5000","0.0000","0.0169"
"1.5200","0.0000","0.0177"
"1.5400","0.0000","0.0181"
"1.5600","0.0000","0.0176"
"1.5800","0.0000","0.0175"
"1.6000","0.0000","0.0178"
"1.6200","0.0000","0.0182"
"1.6400","0.0000","0.0182"
"1.6600","0.0000","0.0187"
"1.6800","0.0000","0.0188"
"1.7000","0.0000","0.0187"
"1.7200","0.0000","0.0186"
"1.7400","0.0000","0.0191"
"1.7600","0.0000","0.0191"
"1.7800","0.0000","0.0192"
"1.8000","0.0000","0.0197"
"1.8200","0.0000","0.0194"
"1.8400","0.0000","0.0196"
"1.8600","0.0000","0.0197"
"1.8800","0.0000","0.0203"
"1.9000","0.0000","0.0203"
"1.9200","0.0000","0.0206"
"1.9400","0.0000","0.0208"
"1.9600","0.0000","0.0206"
"1.9800","0.0000","0.0212"
"2.0000","0.0000","0.0204"
"2.0200","0.0000","0.0215"
"2.0400","0.0000","0.0206"
"2.0600","0.0000","0.0219"
"2.0800","0.0000","0.0213"
"2.1000","0.0000","0.0218"
"2.1200","0.0000","0.0219"
"2.1400","0.0000","0.0215"
"2.1600","0.0000","0.0225"
"2.1800","0.0000","0.0220"
"2.2000","0.0000","0.0231"
"2.2200","0.0000","0.0225"
"2.2400","0.0000","0.0230"
"2.2600","0.0000","0.0224"
"2.2800","0.0000","0.0229"
"2.3000","0.0000","0.0238"
"2.3200","0.0000","0.0231"
"2.3400","0.0000","0.0232"
"2.3600","0.0000","0.0235"
"2.3800","0.0000","0.0238"
"2.4000","0.0000","0.0237"
"2.4200","0.0000","0.0239"
"2.4400","0.0000","0.0245"
"2.4600","0.0000","0.0246"
"2.4800","0.0000","0.0239"
"2.5000","0.0000","0.0251"
"2.5200","0.0000","0.0244"
"2.5400","0.0000","0.0249"
"2.5600","0.0000","0.0248"
"2.5800","0.0000","0.0256"
"2.6000","0.0000","0.0254"
"2.6200","0.0000","0.0258"
"2.6400","0.0000","0.0261"
"2.6600","0.0000","0.0256"
"2.6800","0.0000","0.0261"
"2.7000","0.0000","0.0262"
"2.7200","0.0000","0.0271"
"2.7400","0.0000","0.0264"
"2.7600","0.0000","0.0270"
"2.7800","0.0000","0.0271"
"2.8000","0.0000","0.0267"
"2.8200","0.0000","0.0275"
"2.8400","0.0000","0.0277"
"2.8600","0.0000","0.0278"
"2.8800","0.0000","0.0282"
"2.9000","0.0000","0.0280"
"2.9200","0.0000","0.0285"
"2.9400","0.0000","0.0281"
"2.9600","0.0000","0.0289"
"2.9800","0.0000","0.0289"
"3.0000","0.0000","0.0290"
"3.0200","0.0000","0.0297"
"3.0400","0.0000","0.0289"
"3.0600","0.0000","0.0299"
"3.0800","0.0000","0.0295"
"3.1000","0.0000","0.0302"
"3.1200","0.0000","0.0304"
"3.1400","0.0000","0.0304"
"3.1600","0.0000","0.0305"
"3.1800","0.0000","0.0308"
"3.2000","0.0000","0.0305"
"3.2200","0.0000","0.0310"
"3.2400","0.0000","0.0310"
"3.2600","0.0000","0.0320"
"3.2800","0.0000","0.0312"
"3.3000","0.0000","0.0318"
"3.3200","0.0000","0.0314"
"3.3400","0.0000","0.0316"
"3.3600","0.0000","0.0326"
"3.3800","0.0000","0.0323"
"3.4000","0.0000","0.0333"
"3.4200","0.0000","0.0324"
"3.4400","0.0000","0.0337"
"3.4600","0.0000","0.0319"
"3.4800","0.0000","0.0335"
"3.5000","0.0000","0.0336"
"3.5200","0.0000","0.0339"
"3.5400","0.0000","0.0338"
"3.5600","0.0000","0.0339"
"3.5800","0.0000","0.0340"
"3.6000","0.0000","0.0338"
"3.6200","0.0000","0.0346"
"3.6400","0.0000","0.0339"
"3.6600","0.0000","0.0352"
"3.6800","0.0000","0.0345"
"3.7000","0.0000","0.0354"
"3.7200","0.0000","0.0343"
"3.7400","0.0000","0.0354"
"3.7600","0.0000","0.0353"
"3.7800","0.0000","0.0357"
"3.8000","0.0000","0.0362"
"3.8200","0.0000","0.0358"
"3.8400","0.0000","0.0363"
"3.8600","0.0000","0.0361"
"3.8800","0.0000","0.0369"
"3.9000","0.0000","0.0362"
"3.9200","0.0000","0.0374"
"3.9400","0.0000","0.0374"
"3.9600","0.0000","0.0377"
"3.9800","0.0000","0.0370"
"4.0000","0.0000","0.0377"
"4.0200","0.0000","0.0373"
"4.0400","0.0000","0.0380"
"4.0600","0.0000","0.0382"
"4.0800","0.0000","0.0388"
"4.1000","0.0000","0.0381"
"4.1200","0.0000","0.0390"
"4.1400","0.0000","0.0383"
"4.1600","0.0000","0.0393"
"4.1800","0.0000","0.0395"
"4.2000","0.0000","0.0395"
"4.2200","0.0000","0.0397"
"4.2400","0.0000","0.0394"
"4.2600","0.0000","0.0402"
"4.2800","0.0000","0.0400"
"4.3000","0.0000","0.0402"
"4.3200","0.0000","0.0404"
"4.3400","0.0000","0.0405"
"4.3600","0.0000","0.0409"
"4.3800","0.0000","0.0413"
"4.4000","0.0000","0.0408"
"4.4200","0.0000","0.0418"
"4.4400","0.0000","0.0414"
"4.4600","0.0000","0.0418"
"4.4800","0.0000","0.0415"
"4.5000","0.0000","0.0420"
"4.5200","0.0000","0.0421"
"4.5400","0.0000","0.0424"
"4.5600","0.0000","0.0424"
"4.5800","0.0000","0.0426"
"4.6000","0.0000","0.0428"
"4.6200","0.0000","0.0430"
"4.6400","0.0000","0.0433"
"4.6600","0.0000","0.0431"
"4.6800","0.0000","0.0437"
"4.7000","0.0000","0.0431"
"4.7200","0.0000","0.0433"
"4.7400","0.0000","0.0433"
"4.7600","0.0000","0.0444"
"4.7800","0.0000","0.0438"
"4.8000","0.0000","0.0444"
"4.8200","0.0000","0.0443"
"4.8400","0.0000","0.0441"
"4.8600","0.0000","0.0442"
"4.8800","0.0000","0.0443"
"4.9000","0.0000","0.0455"
