
Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0001","0.0046"
"0.0200","0.0001","0.0088"
"0.0400","0.0001","0.0066"
"0.0600","0.0001","0.0012"
"0.0800","0.0001","0.0031"
"0.1000","0.0001","0.0053"
"0.1200","0.0001","0.0048"
"0.1400","0.0001","0.0024"
"0.1600","0.0001","0.0015"
"0.1800","0.0001","0.0110"
"0.2000","0.0001","0.0060"
"0.2200","0.0001","0.0043"
"0.2400","0.0001","-0.0004"
"0.2600","0.0000","0.0064"
"0.2800","0.0000","0.0040"
"0.3000","0.0000","0.0038"
"0.3200","0.0000","0.0012"
"0.3400","0.0000","0.0049"
"0.3600","0.0000","0.0025"
"0.3800","0.0000","0.0003"
"0.4000","0.0000","-0.0013"
"0.4200","0.0000","0.0017"
"0.4400","0.0000","0.0042"
"0.4600","0.0000","0.0042"
"0.4800","0.0000","0.0046"
"0.5000","0.0000","0.0005"
"0.5200","0.0000","0.0015"
"0.5400","0.0000","-0.0027"
"0.5600","0.0000","0.0063"
"0.5800","0.0000","0.0059"
"0.6000","0.0000","0.0050"
"0.6200","0.0000","0.0007"
"0.6400","0.0000","0.0026"
"0.6600","0.0000","0.0049"
"0.6800","0.0000","0.0023"
"0.7000","0.0000","0.0004"
"0.7200","0.0000","0.0036"
"0.7400","0.0000","0.0068"
"0.7600","0.0000","0.0041"
"0.7800","0.0000","0.0046"
"0.8000","0.0000","-0.0021"
"0.8200","0.0000","0.0056"
"0.8400","0.0000","0.0021"
"0.8600","0.0000","0.0067"
"0.8800","0.0000","0.0038"
"0.9000","0.0000","0.0063"
"0.9200","0.0000","0.0023"
"0.9400","0.0000","0.0034"
"0.9600","0.0000","0.0035"
"0.9800","0.0000","0.0028"
"1.0000","0.0000","0.0072"
"1.0200","0.0000","0.0042"
"1.0400","0.0000","0.0066"
"1.0600","0.0000","0.0020"
"1.0800","0.0000","0.0071"
"1.1000","0.0000","0.0022"
"1.1200","0.0000","0.0061"
"1.1400","0.0000","0.0026"
"1.1600","0.0000","0.0076"
"1.1800","0.0000","0.0079"
"1.2000","0.0000","0.0039"
"1.2200","0.0000","0.0047"
"1.2400","0.0000","0.0046"
"1.2600","0.0000","0.0049"
"1.2800","0.0000","0.0062"
"1.3000","0.0000","0.0061"
"1.3200","0.0000","0.0079"
"1.3400","0.0000","0.0058"
