Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0000","-0.0022"
"0.0200","0.0000","0.0013"
"0.0400","0.0000","0.0006"
"0.0600","0.0000","-0.0003"
"0.0800","0.0000","0.0018"
"0.1000","0.0000","0.0007"
"0.1200","0.0000","0.0022"
"0.1400","0.0000","0.0003"
"0.1600","0.0000","0.0009"
"0.1800","0.0000","0.0019"
"0.2000","0.0000","0.0006"
"0.2200","0.0000","0.0018"
"0.2400","0.0000","-0.0001"
"0.2600","0.0000","0.0016"
"0.2800","0.0000","0.0014"
"0.3000","0.0000","0.0007"
"0.3200","0.0000","0.0015"
"0.3400","0.0000","0.0004"
"0.3600","0.0000","0.0022"
"0.3800","0.0000","0.0005"
"0.4000","0.0000","0.0015"
"0.4200","0.0000","0.0006"
"0.4400","0.0000","0.0014"
"0.4600","0.0000","0.0009"
"0.4800","0.0000","0.0024"
"0.5000","0.0000","0.0008"
"0.5200","0.0000","0.0012"
"0.5400","0.0000","0.0022"
"0.5600","0.0000","0.0004"
"0.5800","0.0000","0.0030"
"0.6000","0.0000","0.0002"
"0.6200","0.0000","0.0028"
"0.6400","0.0000","0.0017"
"0.6600","0.0000","0.0009"
"0.6800","0.0000","0.0038"
"0.7000","0.0000","-0.0005"
"0.7200","0.0000","0.0041"
"0.7400","0.0000","-0.0001"
"0.7600","0.0000","0.0033"
"0.7800","0.0000","0.0015"
"0.8000","0.0000","0.0008"
"0.8200","0.0000","0.0041"
"0.8400","0.0000","0.0000"
"0.8600","0.0000","0.0037"
"0.8800","0.0000","0.0008"
"0.9000","0.0000","0.0024"
"0.9200","0.0000","0.0025"
"0.9400","0.0000","0.0002"
"0.9600","0.0000","0.0038"
"0.9800","0.0000","0.0010"
"1.0000","0.0000","0.0036"
"1.0200","0.0000","0.0012"
"1.0400","0.0000","0.0012"
"1.0600","0.0000","0.0038"
"1.0800","0.0000","0.0002"
"1.1000","0.0000","0.0036"
"1.1200","0.0000","0.0001"
"1.1400","0.0000","0.0034"
"1.1600","0.0000","0.0012"
"1.1800","0.0000","0.0017"
"1.2000","0.0000","0.0025"
"1.2200","0.0000","0.0011"
"1.2400","0.0000","0.0035"
"1.2600","0.0000","0.0010"
"1.2800","0.0000","0.0033"
"1.3000","0.0000","0.0016"
"1.3200","0.0000","0.0035"
"1.3400","0.0000","0.0013"
"1.3600","0.0000","0.0034"
"1.3800","0.0000","0.0025"
"1.4000","0.0000","0.0028"
"1.4200","0.0000","0.0031"
"1.4400","0.0000","0.0017"
"1.4600","0.0000","0.0046"
"1.4800","0.0000","0.0009"
"1.5000","0.0000","0.0047"
"1.5200","0.0000","0.0015"
"1.5400","0.0000","0.0041"
"1.5600","0.0000","0.0029"
"1.5800","0.0000","0.0014"
"1.6000","0.0000","0.0051"
"1.6200","0.0000","0.0004"
"1.6400","0.0000","0.0049"
"1.6600","0.0000","0.0011"
"1.6800","0.0000","0.0044"
"1.7000","0.0000","0.0021"
"1.7200","0.0000","0.0028"
"1.7400","0.0000","0.0041"
"1.7600","0.0000","0.0025"
"1.7800","0.0000","0.0029"
"1.8000","0.0000","0.0027"
"1.8200","0.0000","0.0037"
"1.8400","0.0000","0.0025"
"1.8600","0.0000","0.0042"
"1.8800","0.0000","0.0019"
"1.9000","0.0000","0.0048"
"1.9200","0.0000","0.0022"
"1.9400","0.0000","0.0036"
"1.9600","0.0000","0.0038"
"1.9800","0.0000","0.0029"
"2.0000","0.0000","0.0051"
"2.0200","0.0000","0.0018"
"2.0400","0.0000","0.0054"
"2.0600","0.0000","0.0023"
"2.0800","0.0000","0.0042"
"2.1000","0.0000","0.0037"
"2.1200","0.0000","0.0032"
"2.1400","0.0000","0.0042"
"2.1600","0.0000","0.0033"
"2.1800","0.0000","0.0043"
"2.2000","0.0000","0.0044"
"2.2200","0.0000","0.0030"
"2.2400","0.0000","0.0041"
"2.2600","0.0000","0.0036"
"2.2800","0.0000","0.0036"
"2.3000","0.0000","0.0041"
"2.3200","0.0000","0.0033"
"2.3400","0.0000","0.0049"
"2.3600","0.0000","0.0034"
"2.3800","0.0000","0.0051"
"2.4000","0.0000","0.0039"
"2.4200","0.0000","0.0043"
"2.4400","0.0000","0.0038"
"2.4600","0.0000","0.0040"
"2.4800","0.0000","0.0046"
"2.5000","0.0000","0.0045"
"2.5200","0.0000","0.0035"
"2.5400","0.0000","0.0040"
"2.5600","0.0000","0.0047"
"2.5800","0.0000","0.0030"
"2.6000","0.0000","0.0058"
"2.6200","0.0000","0.0030"
"2.6400","0.0000","0.0064"
"2.6600","0.0000","0.0030"
"2.6800","0.0000","0.0052"
"2.7000","0.0000","0.0040"
"2.7200","0.0000","0.0041"
"2.7400","0.0000","0.0053"
"2.7600","0.0000","0.0032"
"2.7800","0.0000","0.0059"
"2.8000","0.0000","0.0038"
"2.8200","0.0000","0.0051"
"2.8400","0.0000","0.0033"
"2.8600","0.0000","0.0053"
"2.8800","0.0000","0.0045"
"2.9000","0.0000","0.0042"
"2.9200","0.0000","0.0046"
"2.9400","0.0000","0.0040"
"2.9600","0.0000","0.0058"
"2.9800","0.0000","0.0029"
"3.0000","0.0000","0.0059"
"3.0200","0.0000","0.0035"
"3.0400","0.0000","0.0049"
"3.0600","0.0000","0.0045"
"3.0800","0.0000","0.0032"
"3.1000","0.0000","0.0062"
"3.1200","0.0000","0.0015"
"3.1400","0.0000","0.0062"
"3.1600","0.0000","0.0019"
"3.1800","0.0000","0.0044"
"3.2000","0.0000","0.0040"
"3.2200","0.0000","0.0034"
"3.2400","0.0000","0.0059"
"3.2600","0.0000","0.0010"
"3.2800","0.0000","0.0053"
"3.3000","0.0000","0.0031"
"3.3200","0.0000","0.0032"
"3.3400","0.0000","0.0036"
"3.3600","0.0000","0.0028"
"3.3800","0.0000","0.0048"
"3.4000","0.0000","0.0032"
"3.4200","0.0000","0.0029"
"3.4400","0.0000","0.0041"
"3.4600","0.0000","0.0031"
"3.4800","0.0000","0.0032"
"3.5000","0.0000","0.0032"
"3.5200","0.0000","0.0039"
"3.5400","0.0000","0.0048"
"3.5600","0.0000","0.0022"
"3.5800","0.0000","0.0044"
"3.6000","0.0000","0.0037"
"3.6200","0.0000","0.0035"
"3.6400","0.0000","0.0037"
"3.6600","0.0000","0.0027"
"3.6800","0.0000","0.0056"
"3.7000","0.0000","0.0024"
"3.7200","0.0000","0.0045"
"3.7400","0.0000","0.0024"
"3.7600","0.0000","0.0043"
"3.7800","0.0000","0.0033"
"3.8000","0.0000","0.0031"
"3.8200","0.0000","0.0053"
"3.8400","0.0000","0.0030"
"3.8600","0.0000","0.0048"
"3.8800","0.0000","0.0031"
"3.9000","0.0000","0.0043"
"3.9200","0.0000","0.0038"
"3.9400","0.0000","0.0038"
"3.9600","0.0000","0.0038"
"3.9800","0.0000","0.0049"
"4.0000","0.0000","0.0030"
"4.0200","0.0000","0.0053"
"4.0400","0.0000","0.0022"
"4.0600","0.0000","0.0055"
"4.0800","0.0000","0.0031"
"4.1000","0.0000","0.0044"
"4.1200","0.0000","0.0059"
"4.1400","0.0000","0.0025"
"4.1600","0.0000","0.0056"
"4.1800","0.0000","0.0027"
"4.2000","0.0000","0.0067"
"4.2200","0.0000","0.0035"
"4.2400","0.0000","0.0038"
"4.2600","0.0000","0.0052"
"4.2800","0.0000","0.0041"
"4.3000","0.0000","0.0055"
"4.3200","0.0000","0.0024"
"4.3400","0.0000","0.0048"
"4.3600","0.0000","0.0047"
"4.3800","0.0000","0.0043"
"4.4000","0.0000","0.0045"
"4.4200","0.0000","0.0042"
"4.4400","0.0000","0.0049"
"4.4600","0.0000","0.0049"
"4.4800","0.0000","0.0032"
"4.5000","0.0000","0.0061"
"4.5200","0.0000","0.0033"
"4.5400","0.0000","0.0060"
"4.5600","0.0000","0.0026"
"4.5800","0.0000","0.0057"
"4.6000","0.0000","0.0054"
"4.6200","0.0000","0.0033"
"4.6400","0.0000","0.0063"
"4.6600","0.0000","0.0030"
"4.6800","0.0000","0.0073"
"4.7000","0.0000","0.0023"
"4.7200","0.0000","0.0064"
"4.7400","0.0000","0.0032"
"4.7600","0.0000","0.0061"
"4.7800","0.0000","0.0033"
"4.8000","0.0000","0.0052"
"4.8200","0.0000","0.0043"
"4.8400","0.0000","0.0052"
"4.8600","0.0000","0.0051"
"4.8800","0.0000","0.0038"
"4.9000","0.0000","0.0070"
"4.9200","0.0000","0.0032"
"4.9400","0.0000","0.0069"
"4.9420","0.0000","0.0068"
"4.9620","0.0000","0.0032"
"4.9680","0.0000","0.0041"
"4.9880","0.0000","0.0061"
"5.0080","0.0000","0.0029"
"5.0280","0.0000","0.0064"
"5.0480","0.0000","0.0038"
