Time,Displacement,Force
(s),(mm),(N)
"0.0000","0.0000","0.0005"
"0.0200","0.0000","0.0000"
"0.0400","0.0000","0.0008"
"0.0600","0.0000","-0.0008"
"0.0800","0.0000","0.0009"
"0.1000","0.0000","0.0000"
"0.1200","0.0000","-0.0002"
"0.1400","0.0000","0.0010"
"0.1600","0.0000","-0.0003"
"0.1800","0.0000","0.0011"
"0.2000","0.0000","0.0000"
"0.2200","0.0000","0.0007"
"0.2400","0.0000","0.0001"
"0.2600","0.0000","-0.0006"
"0.2800","0.0000","0.0015"
"0.3000","0.0000","0.0005"
"0.3200","0.0000","0.0006"
"0.3400","0.0000","-0.0002"
"0.3600","0.0000","0.0004"
"0.3800","0.0000","-0.0001"
"0.4000","0.0000","-0.0004"
"0.4200","0.0000","0.0000"
"0.4400","0.0000","-0.0001"
"0.4600","0.0000","-0.0001"
"0.4800","0.0000","-0.0006"
"0.5000","0.0000","-0.0007"
"0.5200","0.0000","0.0002"
"0.5400","0.0000","-0.0011"
"0.5600","0.0000","0.0001"
"0.5800","0.0000","-0.0012"
"0.6000","0.0000","0.0003"
"0.6200","0.0000","-0.0010"
"0.6400","0.0000","0.0004"
"0.6600","0.0000","-0.0014"
"0.6800","0.0000","-0.0008"
"0.7000","0.0000","-0.0001"
"0.7200","0.0000","-0.0009"
"0.7400","0.0000","0.0003"
"0.7600","0.0000","-0.0014"
"0.7800","0.0000","0.0001"
"0.8000","0.0000","-0.0012"
"0.8200","0.0000","-0.0006"
"0.8400","0.0000","-0.0010"
"0.8600","0.0000","-0.0007"
"0.8800","0.0000","-0.0003"
"0.9000","0.0000","-0.0012"
"0.9200","0.0000","-0.0010"
"0.9400","0.0000","-0.0014"
"0.9600","0.0000","-0.0004"
"0.9800","0.0000","-0.0010"
"1.0000","0.0000","-0.0013"
"1.0200","0.0000","-0.0016"
"1.0400","0.0000","-0.0006"
"1.0600","0.0000","-0.0008"
"1.0800","0.0000","-0.0021"
"1.1000","0.0000","-0.0012"
"1.1200","0.0000","-0.0016"
"1.1400","0.0000","-0.0009"
"1.1600","0.0000","-0.0023"
"1.1800","0.0000","-0.0011"
"1.2000","0.0000","-0.0013"
"1.2200","0.0000","-0.0007"
"1.2400","0.0000","-0.0021"
"1.2600","0.0000","-0.0013"
"1.2800","0.0000","-0.0022"
"1.3000","0.0000","-0.0008"
"1.3200","0.0000","-0.0022"
"1.3400","0.0000","-0.0010"
"1.3600","0.0000","-0.0018"
"1.3800","0.0000","-0.0009"
"1.4000","0.0000","-0.0008"
"1.4200","0.0000","-0.0024"
"1.4400","0.0000","-0.0002"
"1.4600","0.0000","-0.0025"
"1.4800","0.0000","0.0009"
"1.5000","0.0000","-0.0027"
"1.5200","0.0000","0.0002"
"1.5400","0.0000","-0.0009"
"1.5600","0.0000","-0.0008"
"1.5800","0.0000","-0.0005"
"1.6000","0.0000","-0.0016"
"1.6200","0.0000","0.0010"
"1.6400","0.0000","-0.0023"
"1.6600","0.0000","-0.0006"
"1.6800","0.0000","-0.0022"
"1.7000","0.0000","-0.0005"
"1.7200","0.0000","-0.0018"
"1.7400","0.0000","-0.0031"
"1.7600","0.0000","-0.0030"
"1.7800","0.0000","-0.0040"
"1.8000","0.0000","-0.0028"
"1.8200","0.0000","-0.0046"
"1.8400","0.0000","-0.0037"
"1.8600","0.0000","-0.0035"
"1.8800","0.0000","-0.0026"
"1.9000","0.0000","-0.0029"
"1.9200","0.0000","-0.0033"
"1.9400","0.0000","-0.0021"
"1.9600","0.0000","-0.0019"
"1.9800","0.0000","-0.0008"
"2.0000","0.0000","-0.0024"
"2.0200","0.0000","-0.0006"
"2.0400","0.0000","-0.0011"
"2.0600","0.0000","-0.0005"
"2.0800","0.0000","-0.0017"
"2.1000","0.0000","-0.0011"
"2.1200","0.0000","-0.0015"
"2.1400","0.0000","-0.0013"
"2.1600","0.0000","-0.0014"
"2.1800","0.0000","-0.0017"
"2.2000","0.0000","-0.0010"
"2.2200","0.0000","-0.0019"
"2.2400","0.0000","-0.0012"
"2.2600","0.0000","-0.0020"
"2.2800","0.0000","-0.0011"
"2.3000","0.0000","-0.0015"
"2.3200","0.0000","-0.0008"
"2.3400","0.0000","-0.0012"
"2.3600","0.0000","-0.0011"
"2.3800","0.0000","-0.0015"
"2.4000","0.0000","-0.0011"
"2.4200","0.0000","-0.0001"
